gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
PIGR	P01833	False	PIGR_HUMAN		CPI-SS012CD17C0	0.031	0.003	0.004	0.019	0.016	0.048	0.052	0.0	0.192	0.028	0.077	0.013	0.022	0.039	0.05	0.0	0.002	0.049	0.003	0.011	0.0	0.003	0.068	0.651	0.62	0.046	0.038	0.113	0.069	0.075	0.059	0.087	0.014	0.045	0.055	0.024	0.003	0.003	0.017	0.016
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	0.634	6.143	10.805	11.108	4.311	3.203	3.488	3.375	17.537	2.811	4.161	4.734	6.359	4.975	1.896	0.555	11.546	5.664	9.605	18.874	46.438	6.007	1.928	8.19	2.044	6.182	5.143	2.524	4.747	3.407	2.435	4.328	6.089	4.24	2.926	4.099	4.855	3.434	7.079	1.795
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	0.518	0.606	1.512	2.514	5.585	9.344	9.443	3.819	0.847	1.477	0.641	0.839	0.671	0.252	2.292	5.489	1.954	0.219	5.713	2.983	4.962	4.054	1.309	1.492	2.163	1.071	1.252	0.477	0.415	0.44	2.266	2.59	1.511	0.372	0.445	6.502	1.616	1.956	2.559	1.931
SAA1	P0DJI8	False	SAA1_HUMAN		CPI-SS05F45873A	0.018	0.019	0.212	0.196	0.008	0.024	0.022	0.0	0.052	0.014	0.032	0.014	0.003	0.017	0.015	0.0	0.013	0.017	0.01	0.051	0.011	0.014	0.028	3.818	0.389	0.015	0.026	0.029	0.018	0.01	0.027	0.031	0.038	0.015	0.007	0.0	0.012	0.014	0.139	0.021
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.634	6.143	10.805	11.108	4.311	3.203	3.488	3.375	17.537	2.811	4.161	4.734	6.359	4.975	1.896	0.555	11.546	5.664	9.605	18.874	46.438	6.007	1.928	8.19	2.044	6.182	5.143	2.524	4.747	3.407	2.435	4.328	6.089	4.24	2.926	4.099	4.855	3.434	7.079	1.795
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	0.634	6.143	10.805	11.108	4.311	3.203	3.488	3.375	17.537	2.811	4.161	4.734	6.359	4.975	1.896	0.555	11.546	5.664	9.605	18.874	46.438	6.007	1.928	8.19	2.044	6.182	5.143	2.524	4.747	3.407	2.435	4.328	6.089	4.24	2.926	4.099	4.855	3.434	7.079	1.795
APP	P05067	False	A4_HUMAN		CPI-SC0E89A4EF0	0.518	0.606	1.512	2.514	5.585	9.344	9.443	3.819	0.847	1.477	0.641	0.839	0.671	0.252	2.292	5.489	1.954	0.219	5.713	2.983	4.962	4.054	1.309	1.492	2.163	1.071	1.252	0.477	0.415	0.44	2.266	2.59	1.511	0.372	0.445	6.502	1.616	1.956	2.559	1.931
APOA1	P02647	False	APOA1_HUMAN		CPI-SC0FE3CE9D1	0.1	0.019	0.022	0.052	0.12	0.049	0.237	0.0	0.094	0.031	0.111	0.025	0.041	0.096	0.268	0.042	0.008	0.109	0.007	0.009	0.014	0.006	0.052	0.126	0.178	0.054	0.075	0.068	0.064	0.071	0.272	1.394	7.801	0.113	0.107	0.035	0.276	0.016	0.039	0.091
APOE	P02649	False	APOE_HUMAN		CPI-SC06C75F978	1.52	17.273	0.19	0.414	1.194	1.12	1.318	0.94	1.96	5.104	1.801	47.968	4.298	1.1	18.469	0.4	0.18	0.85	0.283	0.261	0.288	0.245	1.132	0.769	1.127	38.423	11.685	0.975	1.026	0.887	9.903	9.487	13.825	0.861	1.025	0.232	7.539	1.486	0.377	1.182
APOA2	P02652	False	APOA2_HUMAN		CPI-SC0412566F3	0.013	0.002	0.019	0.005	0.003	0.008	0.008	0.0	0.026	0.005	0.01	0.015	0.011	0.006	0.014	0.0	0.003	0.003	0.002	0.002	0.011	0.003	0.003	0.0	0.003	0.017	0.004	0.005	0.005	0.006	0.108	0.014	0.004	0.005	0.003	0.0	0.456	0.002	0.003	0.001
APOB	P04114	False	APOB_HUMAN		CPI-SC0EFFE8ACB	0.004	0.0	0.001	0.001	0.001	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.046	0.003	0.0	0.002	0.001	0.001	0.0	0.006	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.007
CLU	P10909	False	CLUS_HUMAN		CPI-SC046AFCFE9	0.504	0.216	0.148	0.213	1.229	3.314	2.428	0.85	7.917	0.29	1.04	0.14	0.313	0.409	0.974	0.11	0.081	0.354	0.441	2.684	0.427	0.329	0.65	4.596	5.803	0.4	0.553	0.825	0.879	0.601	1.38	1.899	2.264	0.53	0.452	0.273	0.977	0.153	0.24	1.186
APP	P05067	False	A4_HUMAN		CPI-SS0CB6F5575	0.518	0.606	1.512	2.514	5.585	9.344	9.443	3.819	0.847	1.477	0.641	0.839	0.671	0.252	2.292	5.489	1.954	0.219	5.713	2.983	4.962	4.054	1.309	1.492	2.163	1.071	1.252	0.477	0.415	0.44	2.266	2.59	1.511	0.372	0.445	6.502	1.616	1.956	2.559	1.931
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0DF830287	0.972	2.132	0.635	0.755	2.676	3.125	2.031	1.549	1.133	5.409	1.147	3.21	3.294	0.845	1.943	0.603	0.565	0.491	5.46	2.725	5.27	4.416	1.04	1.868	2.052	3.372	3.41	0.907	0.789	0.852	2.178	3.508	4.453	0.572	0.763	0.533	1.904	1.123	0.693	1.174
SEMA6B	Q9H3T3	False	SEM6B_HUMAN		CPI-SS0F2BBEFD1	0.01	0.03	0.005	0.017	0.409	0.169	0.749	0.0	0.023	0.059	0.043	0.068	0.252	0.032	0.025	0.011	0.007	0.011	0.008	0.007	0.014	0.007	0.038	0.075	0.018	0.221	0.106	0.029	0.023	0.007	0.022	0.037	0.007	0.024	0.033	0.061	0.065	0.017	0.009	0.023
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	0.296	0.125	0.684	0.497	2.129	1.741	1.481	0.578	0.404	0.216	0.352	0.168	0.211	0.194	2.866	0.15	0.125	0.164	0.748	0.65	0.706	0.934	0.332	0.791	1.098	0.231	0.345	0.246	0.194	0.179	4.903	3.603	4.197	0.252	0.24	0.166	12.16	3.949	0.308	0.726
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	0.149	0.068	3.281	2.974	0.234	0.314	0.278	3.093	0.126	0.146	0.113	0.079	0.103	0.069	0.799	0.044	0.537	0.031	1.215	2.185	0.853	0.798	0.18	0.168	0.211	0.097	0.226	0.121	0.066	0.079	1.173	0.994	1.826	0.067	0.067	1.774	0.45	2.231	3.965	0.643
MDK	P21741	False	MK_HUMAN		CPI-SS012AFC842	0.296	0.125	0.684	0.497	2.129	1.741	1.481	0.578	0.404	0.216	0.352	0.168	0.211	0.194	2.866	0.15	0.125	0.164	0.748	0.65	0.706	0.934	0.332	0.791	1.098	0.231	0.345	0.246	0.194	0.179	4.903	3.603	4.197	0.252	0.24	0.166	12.16	3.949	0.308	0.726
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	0.149	0.068	3.281	2.974	0.234	0.314	0.278	3.093	0.126	0.146	0.113	0.079	0.103	0.069	0.799	0.044	0.537	0.031	1.215	2.185	0.853	0.798	0.18	0.168	0.211	0.097	0.226	0.121	0.066	0.079	1.173	0.994	1.826	0.067	0.067	1.774	0.45	2.231	3.965	0.643
APOB	P04114	False	APOB_HUMAN		CPI-SS00BE17C71	0.004	0.0	0.001	0.001	0.001	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.046	0.003	0.0	0.002	0.001	0.001	0.0	0.006	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.007
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.025	0.095	0.039	0.076	1.143	0.346	0.497	0.0	0.021	0.207	0.027	0.064	0.068	0.026	0.139	0.05	0.072	0.045	0.079	0.148	0.042	0.071	0.085	0.003	0.056	0.299	0.6	0.024	0.026	0.017	0.038	0.037	0.005	0.027	0.026	0.0	0.029	0.026	0.149	0.03
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.025	0.095	0.039	0.076	1.143	0.346	0.497	0.0	0.021	0.207	0.027	0.064	0.068	0.026	0.139	0.05	0.072	0.045	0.079	0.148	0.042	0.071	0.085	0.003	0.056	0.299	0.6	0.024	0.026	0.017	0.038	0.037	0.005	0.027	0.026	0.0	0.029	0.026	0.149	0.03
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.038	0.015	0.025	0.021	0.148	0.325	0.099	0.0	0.049	0.029	0.05	0.186	0.024	0.042	1.011	0.01	0.016	0.033	0.061	0.235	0.037	0.088	0.06	0.167	0.23	0.061	0.065	0.03	0.026	0.036	0.094	0.089	0.02	0.019	0.089	0.0	0.377	0.751	0.014	0.37
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC033E22B14	0.025	0.095	0.039	0.076	1.143	0.346	0.497	0.0	0.021	0.207	0.027	0.064	0.068	0.026	0.139	0.05	0.072	0.045	0.079	0.148	0.042	0.071	0.085	0.003	0.056	0.299	0.6	0.024	0.026	0.017	0.038	0.037	0.005	0.027	0.026	0.0	0.029	0.026	0.149	0.03
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC00DF4C861	0.025	0.095	0.039	0.076	1.143	0.346	0.497	0.0	0.021	0.207	0.027	0.064	0.068	0.026	0.139	0.05	0.072	0.045	0.079	0.148	0.042	0.071	0.085	0.003	0.056	0.299	0.6	0.024	0.026	0.017	0.038	0.037	0.005	0.027	0.026	0.0	0.029	0.026	0.149	0.03
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.025	0.095	0.039	0.076	1.143	0.346	0.497	0.0	0.021	0.207	0.027	0.064	0.068	0.026	0.139	0.05	0.072	0.045	0.079	0.148	0.042	0.071	0.085	0.003	0.056	0.299	0.6	0.024	0.026	0.017	0.038	0.037	0.005	0.027	0.026	0.0	0.029	0.026	0.149	0.03
XCL1	P47992	False	XCL1_HUMAN		CPI-SS023ABAE18	0.161	0.026	0.015	0.033	0.088	0.051	0.042	0.0	0.15	0.082	5.871	0.022	0.124	3.469	0.047	0.356	0.024	1.175	0.022	0.03	0.003	0.014	0.292	0.017	0.097	0.165	0.213	6.748	23.582	13.973	0.166	0.029	0.008	1.177	0.538	0.07	0.09	0.059	0.023	0.032
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SS03D887978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.007	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS01F46C4AB	0.0	0.0	0.008	0.007	0.013	0.004	0.003	0.0	0.0	0.004	0.001	0.004	0.0	0.001	0.026	0.0	0.004	0.0	0.026	0.009	0.016	0.043	0.007	0.0	0.005	0.001	0.003	0.001	0.002	0.002	0.004	0.004	0.001	0.003	0.0	0.063	0.014	1.031	0.002	0.005
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0734D2DA8	0.098	0.028	0.014	0.052	0.225	0.228	0.446	0.0	0.041	0.055	0.082	0.033	0.064	0.073	0.378	0.028	0.196	0.106	0.084	0.049	0.048	0.079	0.16	0.361	0.149	0.078	0.102	0.057	0.044	0.056	0.381	1.942	1.947	0.086	0.088	0.049	0.034	0.433	0.073	0.363
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0BF15C2D4	0.015	0.047	0.804	0.612	0.042	0.022	0.025	0.717	0.043	0.034	0.015	0.026	0.015	0.009	0.021	0.0	0.629	0.027	0.592	0.497	0.907	0.384	0.0	0.045	0.035	0.012	0.024	0.014	0.009	0.004	0.016	0.014	0.002	0.035	0.021	0.246	0.037	0.028	0.254	0.031
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0F103D7A7	0.001	0.0	0.005	0.026	0.044	0.1	0.038	0.0	0.0	0.004	0.011	0.004	0.003	0.007	0.052	0.0	0.005	0.007	0.004	0.028	0.003	0.008	0.007	0.238	0.042	0.007	0.013	0.012	0.004	0.002	0.087	0.236	0.201	0.004	0.007	0.0	0.014	0.008	0.018	0.217
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS050876F99	0.0	0.002	0.002	0.005	0.01	0.006	0.037	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.001	0.0	0.003	0.0	0.005	0.0	0.003	0.002	0.003	0.001	0.0	0.005	0.004	0.008	0.007	0.0	0.0	0.0	0.001	0.0	0.001	0.006
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0102731DE	0.007	0.002	0.02	0.042	0.007	0.007	0.002	0.0	0.052	0.003	0.008	0.002	0.002	0.006	0.005	0.0	0.005	0.004	0.003	0.063	0.011	0.006	0.003	0.006	0.006	0.003	0.001	0.019	0.009	0.009	0.004	0.007	0.003	0.001	0.004	0.082	0.159	0.108	0.022	0.003
WNT1	P04628	False	WNT1_HUMAN		CPI-SS07447802E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS001BD48FB	0.054	0.01	0.018	0.051	0.081	0.054	0.052	0.402	0.026	0.053	0.027	0.018	0.026	0.014	0.166	0.045	0.038	0.036	0.045	0.05	0.046	0.035	0.006	0.074	0.036	0.028	0.055	0.043	0.039	0.048	0.488	0.221	0.048	0.009	0.009	0.016	5.995	5.669	0.047	0.099
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0D2044B87	0.002	0.005	0.002	0.01	0.011	0.013	0.011	0.0	0.0	0.008	0.001	0.0	0.0	0.002	0.012	0.0	0.01	0.005	0.036	0.023	0.004	0.044	0.011	0.032	0.033	0.005	0.008	0.005	0.004	0.013	0.014	0.038	0.092	0.004	0.0	0.0	0.036	0.022	0.009	0.02
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D5AAA463	0.014	0.003	0.016	0.046	0.024	0.028	0.064	0.0	0.012	0.015	0.034	0.013	0.029	0.021	0.121	0.008	0.013	0.041	0.029	0.027	0.01	0.027	0.005	0.075	0.086	0.022	0.033	0.021	0.019	0.018	0.251	0.974	2.465	0.045	0.015	0.0	0.013	0.008	0.039	0.056
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0E161B905	0.0	0.01	0.001	0.005	0.0	0.0	0.003	0.0	0.0	0.002	0.003	0.001	0.002	0.008	0.011	0.008	0.002	0.002	0.029	0.019	0.008	0.043	0.009	0.006	0.033	0.002	0.003	0.007	0.007	0.007	0.004	0.006	0.002	0.002	0.003	0.096	0.005	0.003	0.002	0.002
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS02879E156	0.0	0.0	0.008	0.007	0.013	0.004	0.003	0.0	0.0	0.004	0.001	0.004	0.0	0.001	0.026	0.0	0.004	0.0	0.026	0.009	0.016	0.043	0.007	0.0	0.005	0.001	0.003	0.001	0.002	0.002	0.004	0.004	0.001	0.003	0.0	0.063	0.014	1.031	0.002	0.005
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0A21B9682	0.098	0.028	0.014	0.052	0.225	0.228	0.446	0.0	0.041	0.055	0.082	0.033	0.064	0.073	0.378	0.028	0.196	0.106	0.084	0.049	0.048	0.079	0.16	0.361	0.149	0.078	0.102	0.057	0.044	0.056	0.381	1.942	1.947	0.086	0.088	0.049	0.034	0.433	0.073	0.363
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS001D0E553	0.015	0.047	0.804	0.612	0.042	0.022	0.025	0.717	0.043	0.034	0.015	0.026	0.015	0.009	0.021	0.0	0.629	0.027	0.592	0.497	0.907	0.384	0.0	0.045	0.035	0.012	0.024	0.014	0.009	0.004	0.016	0.014	0.002	0.035	0.021	0.246	0.037	0.028	0.254	0.031
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS042439610	0.001	0.0	0.005	0.026	0.044	0.1	0.038	0.0	0.0	0.004	0.011	0.004	0.003	0.007	0.052	0.0	0.005	0.007	0.004	0.028	0.003	0.008	0.007	0.238	0.042	0.007	0.013	0.012	0.004	0.002	0.087	0.236	0.201	0.004	0.007	0.0	0.014	0.008	0.018	0.217
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS02AF6643F	0.0	0.002	0.002	0.005	0.01	0.006	0.037	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.001	0.0	0.003	0.0	0.005	0.0	0.003	0.002	0.003	0.001	0.0	0.005	0.004	0.008	0.007	0.0	0.0	0.0	0.001	0.0	0.001	0.006
WNT11	O96014	False	WNT11_HUMAN		CPI-SS062CEFDBE	0.007	0.002	0.02	0.042	0.007	0.007	0.002	0.0	0.052	0.003	0.008	0.002	0.002	0.006	0.005	0.0	0.005	0.004	0.003	0.063	0.011	0.006	0.003	0.006	0.006	0.003	0.001	0.019	0.009	0.009	0.004	0.007	0.003	0.001	0.004	0.082	0.159	0.108	0.022	0.003
WNT1	P04628	False	WNT1_HUMAN		CPI-SS02CFD3215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS05E7290A6	0.054	0.01	0.018	0.051	0.081	0.054	0.052	0.402	0.026	0.053	0.027	0.018	0.026	0.014	0.166	0.045	0.038	0.036	0.045	0.05	0.046	0.035	0.006	0.074	0.036	0.028	0.055	0.043	0.039	0.048	0.488	0.221	0.048	0.009	0.009	0.016	5.995	5.669	0.047	0.099
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0851A1599	0.002	0.005	0.002	0.01	0.011	0.013	0.011	0.0	0.0	0.008	0.001	0.0	0.0	0.002	0.012	0.0	0.01	0.005	0.036	0.023	0.004	0.044	0.011	0.032	0.033	0.005	0.008	0.005	0.004	0.013	0.014	0.038	0.092	0.004	0.0	0.0	0.036	0.022	0.009	0.02
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0514C14A6	0.014	0.003	0.016	0.046	0.024	0.028	0.064	0.0	0.012	0.015	0.034	0.013	0.029	0.021	0.121	0.008	0.013	0.041	0.029	0.027	0.01	0.027	0.005	0.075	0.086	0.022	0.033	0.021	0.019	0.018	0.251	0.974	2.465	0.045	0.015	0.0	0.013	0.008	0.039	0.056
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS050373228	0.0	0.01	0.001	0.005	0.0	0.0	0.003	0.0	0.0	0.002	0.003	0.001	0.002	0.008	0.011	0.008	0.002	0.002	0.029	0.019	0.008	0.043	0.009	0.006	0.033	0.002	0.003	0.007	0.007	0.007	0.004	0.006	0.002	0.002	0.003	0.096	0.005	0.003	0.002	0.002
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS00E2C8381	0.0	0.0	0.008	0.007	0.013	0.004	0.003	0.0	0.0	0.004	0.001	0.004	0.0	0.001	0.026	0.0	0.004	0.0	0.026	0.009	0.016	0.043	0.007	0.0	0.005	0.001	0.003	0.001	0.002	0.002	0.004	0.004	0.001	0.003	0.0	0.063	0.014	1.031	0.002	0.005
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0F1E79A03	0.098	0.028	0.014	0.052	0.225	0.228	0.446	0.0	0.041	0.055	0.082	0.033	0.064	0.073	0.378	0.028	0.196	0.106	0.084	0.049	0.048	0.079	0.16	0.361	0.149	0.078	0.102	0.057	0.044	0.056	0.381	1.942	1.947	0.086	0.088	0.049	0.034	0.433	0.073	0.363
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS02ADD742C	0.015	0.047	0.804	0.612	0.042	0.022	0.025	0.717	0.043	0.034	0.015	0.026	0.015	0.009	0.021	0.0	0.629	0.027	0.592	0.497	0.907	0.384	0.0	0.045	0.035	0.012	0.024	0.014	0.009	0.004	0.016	0.014	0.002	0.035	0.021	0.246	0.037	0.028	0.254	0.031
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0A93EEAEB	0.001	0.0	0.005	0.026	0.044	0.1	0.038	0.0	0.0	0.004	0.011	0.004	0.003	0.007	0.052	0.0	0.005	0.007	0.004	0.028	0.003	0.008	0.007	0.238	0.042	0.007	0.013	0.012	0.004	0.002	0.087	0.236	0.201	0.004	0.007	0.0	0.014	0.008	0.018	0.217
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0648E8525	0.0	0.002	0.002	0.005	0.01	0.006	0.037	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.001	0.0	0.003	0.0	0.005	0.0	0.003	0.002	0.003	0.001	0.0	0.005	0.004	0.008	0.007	0.0	0.0	0.0	0.001	0.0	0.001	0.006
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0429E615A	0.007	0.002	0.02	0.042	0.007	0.007	0.002	0.0	0.052	0.003	0.008	0.002	0.002	0.006	0.005	0.0	0.005	0.004	0.003	0.063	0.011	0.006	0.003	0.006	0.006	0.003	0.001	0.019	0.009	0.009	0.004	0.007	0.003	0.001	0.004	0.082	0.159	0.108	0.022	0.003
WNT1	P04628	False	WNT1_HUMAN		CPI-SS002CC4C02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS01E6C2BB8	0.054	0.01	0.018	0.051	0.081	0.054	0.052	0.402	0.026	0.053	0.027	0.018	0.026	0.014	0.166	0.045	0.038	0.036	0.045	0.05	0.046	0.035	0.006	0.074	0.036	0.028	0.055	0.043	0.039	0.048	0.488	0.221	0.048	0.009	0.009	0.016	5.995	5.669	0.047	0.099
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0DF9024C0	0.002	0.005	0.002	0.01	0.011	0.013	0.011	0.0	0.0	0.008	0.001	0.0	0.0	0.002	0.012	0.0	0.01	0.005	0.036	0.023	0.004	0.044	0.011	0.032	0.033	0.005	0.008	0.005	0.004	0.013	0.014	0.038	0.092	0.004	0.0	0.0	0.036	0.022	0.009	0.02
WNT4	P56705	False	WNT4_HUMAN		CPI-SS036707F4C	0.014	0.003	0.016	0.046	0.024	0.028	0.064	0.0	0.012	0.015	0.034	0.013	0.029	0.021	0.121	0.008	0.013	0.041	0.029	0.027	0.01	0.027	0.005	0.075	0.086	0.022	0.033	0.021	0.019	0.018	0.251	0.974	2.465	0.045	0.015	0.0	0.013	0.008	0.039	0.056
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0FE9D6F11	0.0	0.01	0.001	0.005	0.0	0.0	0.003	0.0	0.0	0.002	0.003	0.001	0.002	0.008	0.011	0.008	0.002	0.002	0.029	0.019	0.008	0.043	0.009	0.006	0.033	0.002	0.003	0.007	0.007	0.007	0.004	0.006	0.002	0.002	0.003	0.096	0.005	0.003	0.002	0.002
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0CCE526F7	0.0	0.0	0.008	0.007	0.013	0.004	0.003	0.0	0.0	0.004	0.001	0.004	0.0	0.001	0.026	0.0	0.004	0.0	0.026	0.009	0.016	0.043	0.007	0.0	0.005	0.001	0.003	0.001	0.002	0.002	0.004	0.004	0.001	0.003	0.0	0.063	0.014	1.031	0.002	0.005
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS007954822	0.098	0.028	0.014	0.052	0.225	0.228	0.446	0.0	0.041	0.055	0.082	0.033	0.064	0.073	0.378	0.028	0.196	0.106	0.084	0.049	0.048	0.079	0.16	0.361	0.149	0.078	0.102	0.057	0.044	0.056	0.381	1.942	1.947	0.086	0.088	0.049	0.034	0.433	0.073	0.363
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0123EE122	0.015	0.047	0.804	0.612	0.042	0.022	0.025	0.717	0.043	0.034	0.015	0.026	0.015	0.009	0.021	0.0	0.629	0.027	0.592	0.497	0.907	0.384	0.0	0.045	0.035	0.012	0.024	0.014	0.009	0.004	0.016	0.014	0.002	0.035	0.021	0.246	0.037	0.028	0.254	0.031
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0EBBBD522	0.001	0.0	0.005	0.026	0.044	0.1	0.038	0.0	0.0	0.004	0.011	0.004	0.003	0.007	0.052	0.0	0.005	0.007	0.004	0.028	0.003	0.008	0.007	0.238	0.042	0.007	0.013	0.012	0.004	0.002	0.087	0.236	0.201	0.004	0.007	0.0	0.014	0.008	0.018	0.217
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0AC8C45C5	0.0	0.002	0.002	0.005	0.01	0.006	0.037	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.001	0.0	0.003	0.0	0.005	0.0	0.003	0.002	0.003	0.001	0.0	0.005	0.004	0.008	0.007	0.0	0.0	0.0	0.001	0.0	0.001	0.006
WNT11	O96014	False	WNT11_HUMAN		CPI-SS01072357C	0.007	0.002	0.02	0.042	0.007	0.007	0.002	0.0	0.052	0.003	0.008	0.002	0.002	0.006	0.005	0.0	0.005	0.004	0.003	0.063	0.011	0.006	0.003	0.006	0.006	0.003	0.001	0.019	0.009	0.009	0.004	0.007	0.003	0.001	0.004	0.082	0.159	0.108	0.022	0.003
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0961DD05D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02704D1B8	0.054	0.01	0.018	0.051	0.081	0.054	0.052	0.402	0.026	0.053	0.027	0.018	0.026	0.014	0.166	0.045	0.038	0.036	0.045	0.05	0.046	0.035	0.006	0.074	0.036	0.028	0.055	0.043	0.039	0.048	0.488	0.221	0.048	0.009	0.009	0.016	5.995	5.669	0.047	0.099
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0A10C2A8F	0.002	0.005	0.002	0.01	0.011	0.013	0.011	0.0	0.0	0.008	0.001	0.0	0.0	0.002	0.012	0.0	0.01	0.005	0.036	0.023	0.004	0.044	0.011	0.032	0.033	0.005	0.008	0.005	0.004	0.013	0.014	0.038	0.092	0.004	0.0	0.0	0.036	0.022	0.009	0.02
